TrialNum,Frame,Timestamp,Epoch,Event,StimOnsetTime,Side,Choice,Score
2,1293,23204324,S On,,23.1756,Left,Left,left correct
2,1294,23262996,S On,,23.234272,Left,Left,left correct
2,1295,23321672,S On,,23.292948,Left,Left,left correct
2,1296,23380344,S On,,23.35162,Left,Left,left correct
2,1297,23439016,S On,,23.410292,Left,Left,left correct
2,1298,23497688,S On,,23.468964,Left,Left,left correct
2,1299,23556360,S On,,23.527636,Left,Left,left correct
2,1300,23615036,S On,,23.586312,Left,Left,left correct
2,1301,23673708,S On,,23.644984,Left,Left,left correct
2,1302,23732380,S On,,23.703656,Left,Left,left correct
2,1303,23791052,S On,,23.762328,Left,Left,left correct
2,1304,23849724,S On,,23.821,Left,Left,left correct
2,1305,23908400,S On,,23.879676,Left,Left,left correct
2,1306,23967072,S On,,23.938348,Left,Left,left correct
2,1307,24025744,S On,,23.99702,Left,Left,left correct
2,1308,24084416,S On,,24.055692,Left,Left,left correct
2,1309,24143088,S On,,24.114364,Left,Left,left correct
2,1310,24201764,S On,,24.17304,Left,Left,left correct
2,1311,24260436,S On,,24.231712,Left,Left,left correct
2,1312,24319108,S On,,24.290384,Left,Left,left correct
2,1313,24377780,S On,,24.349056,Left,Left,left correct
2,1314,24436456,S On,,24.407732,Left,Left,left correct
2,1315,24495128,S On,,24.466404,Left,Left,left correct
2,1316,24553800,S On,,24.525076,Left,Left,left correct
2,1317,24612472,S On,,24.583748,Left,Left,left correct
2,1318,24671144,S On,,24.64242,Left,Left,left correct
2,1319,24729820,S On,,24.701096,Left,Left,left correct
2,1320,24788492,S On,,24.759768,Left,Left,left correct
2,1321,24847164,S On,,24.81844,Left,Left,left correct
2,1322,24905836,S On,,24.877112,Left,Left,left correct
2,1323,24964508,S On,,24.935784,Left,Left,left correct
2,1324,25023184,S On,,24.99446,Left,Left,left correct
2,1325,25081856,S On,,25.053132,Left,Left,left correct
2,1326,25140528,S On,,25.111804,Left,Left,left correct
2,1327,25199200,S On,,25.170476,Left,Left,left correct
2,1328,25257876,S On,,25.229152,Left,Left,left correct
2,1329,25316548,S On,,25.287824,Left,Left,left correct
2,1330,25375220,S On,,25.346496,Left,Left,left correct
2,1331,25433892,S On,,25.405168,Left,Left,left correct
2,1332,25492564,S On,,25.46384,Left,Left,left correct
2,1333,25551240,S On,,25.522516,Left,Left,left correct
2,1334,25609912,S On,,25.581188,Left,Left,left correct
2,1335,25668584,S On,,25.63986,Left,Left,left correct
2,1336,25727256,S On,,25.698532,Left,Left,left correct
2,1337,25785928,S On,,25.757204,Left,Left,left correct
2,1338,25844604,S On,,25.81588,Left,Left,left correct
2,1339,25903276,S On,,25.874552,Left,Left,left correct
2,1340,25961948,S On,,25.933224,Left,Left,left correct
2,1341,26020620,S On,,25.991896,Left,Left,left correct
2,1342,26079296,S On,,26.050572,Left,Left,left correct
2,1343,26137968,S On,,26.109244,Left,Left,left correct
2,1344,26196640,S On,,26.167916,Left,Left,left correct
2,1345,26255312,S On,,26.226588,Left,Left,left correct
2,1346,26313984,S On,,26.28526,Left,Left,left correct
2,1347,26372660,S On,,26.343936,Left,Left,left correct
2,1348,26431332,S On,,26.402608,Left,Left,left correct
2,1349,26490004,S On,,26.46128,Left,Left,left correct
2,1350,26548676,S On,,26.519952,Left,Left,left correct
2,1351,26607352,S On,,26.578628,Left,Left,left correct
2,1352,26666024,S On,,26.6373,Left,Left,left correct
2,1353,26724696,S On,,26.695972,Left,Left,left correct
2,1354,26783368,S On,,26.754644,Left,Left,left correct
2,1355,26842044,S On,,26.81332,Left,Left,left correct
2,1356,26900716,S On,,26.871992,Left,Left,left correct
2,1357,26959388,S On,,26.930664,Left,Left,left correct
2,1358,27018060,S On,,26.989336,Left,Left,left correct
2,1359,27076732,S On,,27.048008,Left,Left,left correct
2,1360,27135408,S On,,27.106684,Left,Left,left correct
2,1361,27194080,S On,,27.165356,Left,Left,left correct
2,1362,27252752,S On,,27.224028,Left,Left,left correct
2,1363,27311424,S On,,27.2827,Left,Left,left correct
2,1364,27370100,S On,,27.341376,Left,Left,left correct
2,1365,27428772,S On,,27.400048,Left,Left,left correct
2,1366,27487444,S On,,27.45872,Left,Left,left correct
2,1367,27546116,S On,,27.517392,Left,Left,left correct
2,1368,27604792,S On,,27.576068,Left,Left,left correct
2,1369,27663464,S On,,27.63474,Left,Left,left correct
2,1370,27722136,S On,,27.693412,Left,Left,left correct
2,1371,27780808,S On,,27.752084,Left,Left,left correct
2,1372,27839484,S On,,27.81076,Left,Left,left correct
